respondent_id,xyz_vaccine,seasonal_vaccine
32136,0.02,0.07
32137,0.07,0.57
32138,0.3133333333333333,0.62
32139,0.26833333333333337,0.18083333333333332
32140,0.4,0.33
32141,0.26,0.33
32142,0.12,0.94
32143,0.03,0.26
32144,0.29,0.33
32145,0.03,0.09
32146,0.03,0.2
32147,0.08,0.31
32148,0.8,0.9
32149,0.09916666666666668,0.36
32150,0.05,0.87
32151,0.0,0.08
32152,0.01,0.77
32153,0.02,0.37
32154,0.0,0.04
32155,0.02,0.41
32156,0.15,0.07
32157,0.05,0.1
32158,0.04,0.51
32159,1.0,0.91
32160,0.45,0.21
32161,0.43,0.15
32162,0.0,0.17
32163,0.06,0.2
32164,0.12,0.27
32165,0.19,0.92
32166,0.14,0.14333333333333334
32167,0.19,0.645
32168,0.01,0.05
32169,0.03,0.16
32170,0.82,0.62
32171,0.07,0.37
32172,0.96,0.935
32173,0.14,0.51
32174,0.12,0.19
32175,0.29333333333333333,0.98
32176,0.71,0.81
32177,0.35,0.66
32178,0.01,0.08816666666666667
32179,0.35,0.85
32180,0.02,0.56
32181,0.32,0.14
32182,0.26666666666666666,0.2
32183,0.53,0.86
32184,0.18,0.33
32185,0.4,0.6
32186,0.2,0.44
32187,0.315,0.73
32188,0.4,0.46
32189,0.37,0.61
32190,0.5,0.665
32191,0.02,0.09
32192,0.07,0.37
32193,0.06,0.62
32194,0.0,0.04
32195,0.05,0.24
32196,0.67,0.58
32197,0.0,0.05
32198,0.08,0.63
32199,0.79,0.98
32200,0.12,0.53
32201,0.07,0.315
32202,0.07,1.0
32203,0.4046666666666667,1.0
32204,0.35,0.58
32205,0.07,0.74
32206,0.15,0.86
32207,0.7250833333333334,0.93
32208,0.04,0.09
32209,0.0,0.285
32210,0.07,0.79
32211,0.02,0.18
32212,0.01,0.41
32213,0.14,0.42
32214,0.18555555555555558,0.08
32215,0.29,0.31
32216,0.9179999999999999,0.96
32217,0.0,0.24
32218,0.24,0.76
32219,0.06333333333333332,0.1025
32220,0.63,0.61
32221,0.56,0.47
32222,0.0,0.09
32223,0.24,0.75
32224,0.45,0.69
32225,0.29,0.43666666666666665
32226,0.66,0.92
32227,0.07,0.2
32228,0.79,0.71
32229,0.04,0.34
32230,0.17,0.05
32231,0.88,0.6875
32232,0.25,0.61
32233,0.05,0.45
32234,0.0814920634920635,0.58
32235,0.24,0.86
32236,0.3693333333333333,1.0
32237,0.98,1.0
32238,0.14,0.04
32239,0.01,0.02
32240,0.07,0.16
32241,0.8,0.76
32242,0.05,0.42
32243,0.04235714285714286,0.15569047619047618
32244,0.03,0.05
32245,0.17,0.64
32246,0.23,0.36
32247,0.06,0.7
32248,0.3,0.9
32249,0.21,0.32
32250,0.0,0.04
32251,0.07,0.33
32252,0.22,0.62
32253,0.04,0.28
32254,0.07,0.09
32255,0.27,0.55
32256,0.35,0.52
32257,0.04333333333333334,0.72
32258,0.0,0.21
32259,0.13,0.72
32260,0.01,0.46
32261,0.21,0.24
32262,0.21,0.09
32263,0.01,0.6
32264,0.0,0.36
32265,0.58,0.85
32266,0.09,0.57
32267,0.05,0.19
32268,0.02,0.04
32269,0.79,0.55
32270,0.57,0.78
32271,0.81,0.69
32272,0.03,0.4
32273,0.22,0.64
32274,0.34,0.64
32275,0.15,0.6633333333333334
32276,0.21333333333333332,0.14
32277,0.16,0.27
32278,0.1,0.38
32279,0.02,0.02
32280,0.3,0.11
32281,0.97,0.9
32282,0.01,0.08
32283,0.07833333333333334,0.81
32284,0.73,0.79
32285,0.42,0.51
32286,0.18,0.41
32287,0.07,0.5
32288,0.14,0.6725
32289,0.73,0.84
32290,0.03,0.09333333333333332
32291,0.14,0.27
32292,0.38166666666666665,0.22
32293,0.42,0.915
32294,0.019166666666666665,0.25333333333333335
32295,0.03,0.3
32296,0.19,0.669
32297,0.14,0.91
32298,0.0,0.14
32299,0.0,0.29
32300,0.0,0.14
32301,0.17,0.56
32302,0.05,0.08
32303,0.08,0.34666666666666673
32304,0.09,0.3925
32305,0.19,0.19666666666666668
32306,0.6425,0.95
32307,0.245,0.11719047619047618
32308,0.16,0.91
32309,0.505,0.67
32310,0.42,0.605
32311,0.05,0.36
32312,0.4158333333333333,0.595
32313,0.23,0.37
32314,0.05,0.58
32315,0.41,0.15
32316,0.03,0.89
32317,0.09,0.54
32318,0.04,0.4
32319,0.1825,0.83
32320,0.0,0.01
32321,0.16,0.39
32322,0.03,0.11
32323,0.95,0.86
32324,0.05,0.65
32325,0.23,0.38
32326,0.05,0.27
32327,0.01,0.24
32328,0.0,0.1
32329,0.04,0.5633333333333334
32330,0.1,0.5023809523809524
32331,0.06,0.765
32332,0.0,0.07
32333,0.01,0.05
32334,0.12,0.3375
32335,0.01,0.15
32336,0.03,0.38
32337,0.11,0.16
32338,0.02,0.25
32339,0.7933333333333333,0.66
32340,0.2,0.79
32341,0.39,0.47
32342,0.1,0.612
32343,0.76,0.99
32344,0.76,0.92
32345,0.0,0.59
32346,0.0,0.04
32347,0.24,0.48
32348,0.12,0.82
32349,0.4296666666666667,0.375
32350,0.01,0.58
32351,0.44333333333333336,0.38
32352,0.0,0.01
32353,0.19,0.08
32354,0.18,0.45
32355,0.02,0.67
32356,0.03,0.2
32357,0.78,0.66
32358,0.42,0.86
32359,0.53,0.52
32360,0.47600000000000003,0.83
32361,0.02,0.6183333333333334
32362,0.17,0.3133333333333333
32363,0.08,0.75
32364,0.3,0.12
32365,0.0,0.29933333333333334
32366,0.27249999999999996,0.36183333333333345
32367,0.21,0.89
32368,0.12333333333333332,0.7466666666666666
32369,0.04,0.7166666666666667
32370,0.0,0.24
32371,0.02,0.15
32372,0.0,0.07
32373,0.04,0.36
32374,0.02,0.42
32375,0.0,0.505
32376,0.24,0.01
32377,0.04,0.58
32378,0.18,0.61
32379,0.04,0.49
32380,0.2,0.73
32381,0.01,0.2175
32382,0.48,0.45
32383,0.46,0.78
32384,0.01,0.21
32385,0.007797979797979799,0.04666666666666666
32386,0.05,0.46833333333333327
32387,0.49,0.45333333333333337
32388,0.21,0.39
32389,0.02,0.01
32390,0.03,0.58
32391,0.24,0.67
32392,0.21,0.63
32393,0.51,0.81
32394,0.02,0.14
32395,0.3,0.97
32396,0.0,0.05
32397,0.15,0.4733333333333333
32398,0.306,0.58
32399,0.7,0.6333333333333333
32400,0.68,0.5833333333333334
32401,0.24,0.68
32402,0.0,0.52
32403,0.08,0.78
32404,0.03,0.2
32405,0.27,0.98
32406,0.23,0.6
32407,0.09333333333333334,0.36333333333333334
32408,0.07,0.7766666666666666
32409,0.16333333333333336,0.8008333333333333
32410,0.1125,0.78
32411,0.49633333333333335,0.2208333333333333
32412,0.06,0.06
32413,0.09,0.4375
32414,0.35,0.91
32415,0.02,0.29
32416,0.86,0.92
32417,0.2,0.87
32418,0.11,0.24
32419,0.23,0.32
32420,0.68,0.42
32421,0.05,0.8
32422,0.04,0.09
32423,0.0,0.24
32424,0.4,0.48
32425,0.87,0.85
32426,0.07,0.17
32427,0.27,0.205
32428,0.06,0.36
32429,0.88,0.89
32430,0.0,0.21
32431,0.61,0.94
32432,0.02,0.19
32433,0.3433333333333334,0.16
32434,0.06,0.56
32435,0.32,1.0
32436,0.05,0.31
32437,0.085,0.12
32438,0.06,0.16
32439,0.19,0.76
32440,0.03,0.62
32441,0.24,0.64
32442,0.01,0.9733333333333334
32443,0.10666666666666667,0.69
32444,0.46,0.83
32445,0.1,0.01
32446,0.18,0.7023333333333333
32447,0.1,0.08
32448,0.11,0.43
32449,0.0,0.01
32450,0.33,0.75
32451,0.01,0.37
32452,0.11,0.35
32453,0.526,0.275
32454,0.5085952380952381,0.79
32455,0.28833333333333333,0.43
32456,0.0,0.27
32457,0.1,0.62
32458,0.365,0.14666666666666667
32459,0.06,0.21
32460,0.0,0.97
32461,0.01,0.04
32462,0.01,0.67
32463,0.42,0.8
32464,0.4174999999999999,0.72
32465,0.17,0.84
32466,0.13,0.205
32467,0.06,0.03
32468,0.08333333333333331,0.06
32469,0.11,0.56
32470,0.02,0.31
32471,0.15,0.41
32472,0.14,0.57
32473,0.03,0.1
32474,0.08,0.13333333333333333
32475,0.09,0.97
32476,0.01,0.2
32477,0.03,0.14
32478,0.18,0.79
32479,0.09,0.41
32480,0.09,0.29
32481,0.04,0.25666666666666665
32482,0.06,0.7183333333333334
32483,0.06,0.62
32484,0.49,0.82
32485,0.09,0.29
32486,0.24,0.06
32487,0.5783333333333334,0.16
32488,0.08,0.29
32489,0.17,0.64
32490,0.04,0.95
32491,0.87,0.88
32492,0.54,0.62
32493,0.034,0.11
32494,0.24,0.91
32495,0.59,0.62
32496,0.07,0.2583333333333333
32497,0.3,0.09
32498,0.5058333333333332,0.32
32499,0.0,0.05
32500,0.01,0.05
32501,0.79,0.96
32502,0.66,0.61
32503,0.23,0.3675
32504,0.7066666666666666,0.55
32505,0.02,0.7
32506,0.47,0.61
32507,0.0,0.23
32508,0.85,0.7733333333333334
32509,0.39,0.6035
32510,0.19,0.76
32511,0.53,0.62
32512,0.05,0.45
32513,0.19,0.46
32514,0.06,0.35
32515,0.26,0.15
32516,0.65,0.92
32517,0.01,0.11
32518,0.88,0.68
32519,0.23,0.86
32520,0.1,0.13
32521,0.0,0.01
32522,0.28,0.35
32523,0.04,0.62
32524,0.5,0.47
32525,0.76,0.8625
32526,0.02,0.31666666666666665
32527,0.15,0.7
32528,0.4,0.75
32529,0.04,0.89
32530,0.79,0.75
32531,0.03,0.04
32532,0.19545238095238093,0.22466666666666665
32533,0.87,0.55
32534,0.88,0.9
32535,0.03,0.03
32536,0.21,0.2
32537,0.84,0.7658333333333333
32538,0.53,0.53
32539,0.03,0.08
32540,0.07,0.44
32541,0.18,0.35
32542,0.11333333333333334,0.57
32543,0.01,0.63
32544,0.0,0.21
32545,0.47,0.97
32546,0.71,0.22333333333333333
32547,0.07,0.96
32548,0.0,0.07
32549,0.0,0.5025714285714284
32550,0.02,0.98
32551,0.06,0.04
32552,0.27,0.79
32553,0.05,0.36
32554,0.368,0.62
32555,0.0,0.58
32556,0.37,0.59
32557,0.03,0.17
32558,0.030666666666666665,0.24
32559,0.1,0.7153174603174604
32560,0.78,0.97
32561,0.01,0.43
32562,0.07,0.13
32563,0.805,0.93
32564,0.52,0.79
32565,0.02,0.43
32566,0.11,0.7166666666666667
32567,0.05,0.54
32568,0.0,0.02
32569,0.256,0.86
32570,0.0,0.1525
32571,0.8016388888888889,0.545
32572,0.056666666666666664,0.99
32573,0.0,0.0
32574,0.09,0.95
32575,0.12,0.38
32576,0.71,0.6483333333333333
32577,0.02,0.0
32578,0.02,0.78
32579,0.43,0.86
32580,0.59,0.68
32581,0.0,0.72
32582,0.06,0.98
32583,0.32,0.6160000000000001
32584,0.9,0.89
32585,0.18,0.21
32586,0.013333333333333332,0.69
32587,0.13,0.68
32588,0.14,0.18
32589,0.06,0.17
32590,0.06,0.24
32591,0.03,0.98
32592,0.31,0.78
32593,0.15,0.86
32594,0.0,0.225
32595,0.22,0.54
32596,0.16866666666666666,0.21
32597,0.12,0.9
32598,0.08,0.34
32599,0.03,0.07
32600,0.49,0.4
32601,0.05883333333333333,0.36
32602,0.79,1.0
32603,0.0,0.05
32604,0.01,0.10166666666666666
32605,0.34,0.21
32606,0.04,0.56
32607,0.32,0.43
32608,0.0,0.34
32609,0.23,0.894
32610,0.72,0.97
32611,0.5866666666666667,0.79
32612,0.029992063492063493,0.74
32613,0.04,0.1
32614,0.12,0.39
32615,0.32,0.99
32616,0.03,0.81
32617,0.215,0.81
32618,0.65,0.41
32619,0.03,0.19166666666666668
32620,0.82,0.91
32621,0.0,0.6
32622,0.16399999999999998,0.05
32623,0.1,0.33
32624,0.51,0.51
32625,0.12,0.28
32626,0.02,0.5325
32627,0.03,0.02
32628,0.67,0.83
32629,0.06,0.16
32630,0.05,0.26
32631,0.05,0.93
32632,0.13515476190476192,0.06
32633,0.65,0.82
32634,0.04,0.16
32635,0.11,0.3
32636,0.03,0.27
32637,0.0,0.1
32638,0.21833333333333332,0.65
32639,0.14,0.42
32640,0.1613095238095238,0.98
32641,0.21,0.83
32642,0.19,0.45
32643,0.07,0.98
32644,0.89,0.8
32645,0.25,0.45
32646,0.03,0.7191666666666667
32647,0.53,0.6970000000000001
32648,0.91,0.7728333333333333
32649,0.18,0.83
32650,0.08,0.53
32651,0.18,0.48
32652,0.79,0.63
32653,0.01,0.78
32654,0.02,0.66
32655,0.16,0.61
32656,0.23,0.6
32657,0.5,0.1
32658,0.01,0.15
32659,0.3966666666666667,0.2481666666666667
32660,0.0,0.2
32661,0.06,0.5583333333333332
32662,0.02,0.04
32663,0.01,0.9
32664,0.05,0.18
32665,0.08,0.81
32666,0.36,0.42
32667,0.35,0.6
32668,0.0,0.0
32669,0.0,0.5
32670,0.43,0.35
32671,0.02,0.12
32672,0.17,0.5
32673,0.28,0.46
32674,0.0,0.17
32675,0.0,0.11
32676,0.1,0.62
32677,0.0,0.76
32678,0.17,0.41
32679,0.11,0.1
32680,0.06,0.07
32681,0.02,0.45
32682,0.09,0.83
32683,0.34,0.29
32684,0.06,0.21
32685,0.01,0.46
32686,0.02,0.02
32687,0.02,0.41
32688,0.07,0.08
32689,0.4,1.0
32690,0.06,0.77
32691,0.13,0.2
32692,0.0,0.43333333333333335
32693,0.18,0.47
32694,0.2075,0.61
32695,0.725,0.92
32696,0.38,0.49
32697,0.07,0.16
32698,0.27,0.69
32699,0.26,0.5
32700,0.02,0.48
32701,0.01,0.03
32702,0.08,0.08
32703,0.01,0.17
32704,0.41566666666666663,0.46
32705,0.11,0.14
32706,0.23,0.5801666666666666
32707,0.01,0.51
32708,0.01,0.19
32709,0.01,0.35
32710,0.12,0.09
32711,0.2,0.76
32712,0.3,0.91
32713,0.1,0.07
32714,0.1,0.71
32715,0.34,0.55
32716,0.0,0.07
32717,0.01,0.74
32718,0.06944444444444445,0.1
32719,0.03,0.04
32720,0.016666666666666666,0.98
32721,0.135,0.82
32722,0.03,0.41
32723,0.0,0.04
32724,0.58,0.15
32725,0.15666666666666665,0.51
32726,0.04,0.7108333333333333
32727,0.03,0.45
32728,0.04,0.16
32729,0.21,0.4
32730,0.01,0.04
32731,0.765,0.89
32732,0.26,0.81
32733,0.38,0.53
32734,0.17,0.04
32735,0.08,0.09
32736,0.0,0.11
32737,0.04,0.33
32738,0.17,0.34
32739,0.07,0.05
32740,0.0125,0.98
32741,0.0,0.3
32742,0.54,0.76
32743,0.04,0.02
32744,0.34,0.83
32745,0.39,0.9
32746,0.38,0.3
32747,0.03,0.17
32748,0.42,0.79
32749,0.19,0.35
32750,0.49,0.62
32751,0.0,0.89
32752,0.01,0.31
32753,0.16,0.46
32754,0.02,0.09
32755,0.69,1.0
32756,0.03,0.39
32757,0.01,0.06
32758,0.77,0.93
32759,0.14,0.7
32760,0.03,0.19
32761,0.41,0.94
32762,0.01,0.06
32763,0.03,0.25
32764,0.03,0.03
32765,0.09,0.35
32766,0.0,0.07
32767,0.02,0.595
32768,0.01,0.1
32769,0.05,0.03
32770,0.8716666666666666,0.83
32771,0.01,0.04
32772,0.09,0.47
32773,0.03,0.15
32774,0.01,0.21666666666666667
32775,0.014384920634920634,0.4966666666666667
32776,0.24,0.97
32777,0.4471428571428572,0.545
32778,0.04,0.06
32779,0.17,0.52
32780,0.11,0.01
32781,0.44,0.17
32782,0.01,0.98
32783,0.06,0.31
32784,0.3,0.34
32785,0.04,0.38
32786,0.28,0.63
32787,0.11,0.68
32788,0.19,0.805
32789,0.7,0.75
32790,0.94,0.775
32791,0.23,0.83
32792,0.53,0.68
32793,0.04,0.16333333333333333
32794,0.0,0.53
32795,0.02,0.01
32796,0.83,0.6575
32797,0.02,0.26
32798,0.03,0.2
32799,0.53,0.9
32800,0.06,0.37
32801,0.62,0.53
32802,0.34,0.41
32803,0.08,0.07
32804,0.3942857142857143,0.88
32805,0.04,0.4
32806,0.05,0.12
32807,0.06,0.5
32808,0.0,0.23
32809,0.39,0.23
32810,0.15,0.54
32811,0.05,0.19
32812,0.06,0.23
32813,0.05,0.14
32814,0.05,0.02
32815,0.045714285714285714,0.93
32816,0.38,0.5416666666666666
32817,0.07,1.0
32818,0.45,0.85
32819,0.02,0.42
32820,0.01,0.13
32821,0.425,0.63
32822,0.0,0.57
32823,0.07028571428571428,0.52
32824,0.02,0.41
32825,0.39,0.41
32826,0.95,0.92
32827,0.07,0.71
32828,0.14,0.81
32829,0.91,0.95
32830,0.03,0.12
32831,0.02,0.02
32832,0.09,0.45
32833,0.1605,0.19
32834,0.54,0.87
32835,0.02,0.6
32836,0.604,0.3475
32837,0.62,0.82
32838,0.02,0.3
32839,0.03,0.21
32840,0.07,0.04
32841,0.48,0.4
32842,0.02,0.295
32843,0.98,0.95
32844,0.02,0.18
32845,0.05,0.11
32846,0.01,0.39
32847,0.13,0.4
32848,0.11,0.28
32849,0.07,0.2
32850,0.23,0.28
32851,0.35,0.27
32852,0.77,0.96
32853,0.01,0.035
32854,0.42,0.87
32855,0.03,0.34
32856,0.16,0.73
32857,0.0,0.49
32858,0.02,0.27
32859,0.04,0.16
32860,0.37,0.81
32861,0.38,0.74
32862,0.14,0.6
32863,0.01,0.18
32864,0.32,0.12
32865,0.0655,0.22
32866,0.0,0.02
32867,0.39,0.22
32868,0.01,0.25666666666666665
32869,0.01,0.125
32870,0.02,0.69
32871,0.35,0.47
32872,0.15,0.5
32873,0.53,0.6183333333333333
32874,0.0,0.23
32875,0.11,0.17
32876,0.52,0.88
32877,0.0,0.27
32878,0.2,0.32
32879,0.0,0.01
32880,0.72,0.81
32881,0.11,0.4
32882,0.22333333333333333,0.115
32883,0.013333333333333332,0.6833333333333332
32884,0.07,0.29
32885,0.22,0.75
32886,0.11,0.18
32887,0.3,0.96
32888,0.06,0.17
32889,0.63,0.6175
32890,0.02,0.35
32891,0.77,0.5133333333333333
32892,0.56,0.54
32893,0.09,0.23
32894,0.6,0.6
32895,0.04,0.54
32896,0.21666666666666667,0.0625
32897,0.47,0.33
32898,0.18,0.65
32899,0.36,0.58
32900,0.2306666666666667,0.56
32901,0.305,0.95
32902,0.05,0.3
32903,0.365,0.65
32904,0.01,0.09
32905,0.01,0.06
32906,0.22,0.36
32907,0.8140909090909091,0.8
32908,0.69,0.67
32909,0.43,0.81
32910,0.04,0.81
32911,0.2475,0.43
32912,0.03,0.16
32913,0.58,0.87
32914,0.505,0.74
32915,0.04,0.35
32916,0.06,0.62
32917,0.08,0.8
32918,0.44,0.85
32919,0.63,0.4066666666666666
32920,0.04,0.4283333333333333
32921,0.38,0.37
32922,0.0,0.12
32923,0.12,0.99
32924,0.49,0.94
32925,0.03,0.49200000000000005
32926,0.0,0.21
32927,0.0,0.12
32928,0.12,0.03
32929,0.0,0.63
32930,0.12,0.21666666666666665
32931,0.01,0.1
32932,0.09,0.43
32933,0.04,0.01
32934,0.27,0.395
32935,0.21,0.35
32936,0.645,0.24050000000000002
32937,0.81,0.95
32938,0.05,0.47
32939,0.04,0.05
32940,0.47,0.61
32941,0.02,0.226
32942,0.22,0.55
32943,0.06,0.45
32944,0.21,0.66
32945,0.03,0.35
32946,0.02,0.38
32947,0.05,0.01
32948,0.34,0.58
32949,0.05,0.02
32950,0.0,0.72
32951,0.28,0.36
32952,0.91,0.87
32953,0.02,0.44
32954,0.08,0.68
32955,0.1,0.64
32956,0.8,0.49
32957,0.01,0.29
32958,0.1,0.51
32959,0.05,0.02
32960,0.0,0.86
32961,0.67,0.65
32962,0.01,0.08
32963,0.2548333333333333,0.52
32964,0.11,0.23
32965,0.24,0.41
32966,0.05,0.96
32967,0.08333333333333334,0.53
32968,0.02,0.5166666666666666
32969,0.0,0.2
32970,0.01,0.41
32971,0.02,0.24
32972,0.32,0.36
32973,0.58,0.91
32974,0.22,0.06
32975,0.645,0.755
32976,0.1,0.26
32977,0.19,0.17
32978,0.02,0.76
32979,0.07,0.88
32980,0.26,0.57
32981,0.0,0.13
32982,0.11,0.84
32983,0.88,0.87
32984,0.425,0.84
32985,0.04,0.64
32986,0.19,0.73
32987,0.34,0.825
32988,0.0,0.14
32989,0.05,0.08
32990,0.89,0.76
32991,0.0,0.01
32992,0.8,0.78
32993,0.02,0.17
32994,0.01,0.59
32995,0.11,0.67
32996,0.505,0.68
32997,0.06,0.33
32998,0.13,0.15
32999,0.0,0.16
33000,0.0,0.15
33001,0.1,0.5
33002,0.05,0.31
33003,0.0,0.75
33004,0.06,0.51
33005,0.21,0.42
33006,0.8650000000000001,0.7
33007,0.04,0.09
33008,0.05,0.06
33009,0.54,0.0925
33010,0.4,0.26
33011,0.03,0.76
33012,0.015,0.07
33013,0.02,0.66
33014,0.16,0.95
33015,0.0,0.38
33016,0.03,0.58
33017,0.59,0.33583333333333326
33018,0.3133333333333333,0.83
33019,0.91,0.96
33020,0.32,0.15
33021,0.01,0.03
33022,0.66,0.72
33023,0.0,0.08
33024,0.22,0.56
33025,0.21,0.8293333333333333
33026,0.71,0.99
33027,0.19,0.94
33028,0.03,0.24
33029,0.09,0.53
33030,0.02,0.13
33031,0.03,0.88
33032,0.4,0.94
33033,0.08,0.55
33034,0.03,0.1
33035,0.05,0.05
33036,0.11,0.8
33037,0.56,0.97
33038,0.16,0.44
33039,0.12,0.32
33040,0.355,0.67
33041,0.03,0.06
33042,0.0,0.0
33043,0.01,0.0
33044,0.01,0.12
33045,0.0,0.13
33046,0.09,0.17
33047,0.05,0.38
33048,0.82,0.96
33049,0.0,0.19
33050,0.15,0.7216666666666667
33051,0.01,0.07
33052,0.89,0.97
33053,0.01,0.35
33054,0.04,0.39
33055,0.02,0.5
33056,0.45,0.82
33057,0.01,0.16
33058,0.26,0.28
33059,0.07,0.19
33060,0.51,0.83
33061,0.01,0.03
33062,0.04,0.56
33063,0.02,0.1
33064,0.16,0.27
33065,0.9,0.88
33066,0.5517575757575757,0.73
33067,0.05,0.11
33068,0.01,0.13
33069,0.05,0.15
33070,0.01,0.39
33071,0.24,0.88
33072,0.13,0.99
33073,0.0,0.56
33074,0.2733333333333334,0.5766666666666667
33075,0.0125,0.26
33076,0.12,0.48
33077,0.345,0.89
33078,0.43,0.85
33079,0.12,0.03
33080,0.2,0.16
33081,0.16,0.19666666666666668
33082,0.18,0.87
33083,0.73,0.95
33084,0.35,0.26
33085,0.3,0.48333333333333334
33086,0.03,0.9125000000000001
33087,0.0,0.07
33088,0.01,0.3
33089,0.01,0.82
33090,0.07,0.07
33091,0.5525,0.76
33092,0.01,0.03
33093,0.13,0.32
33094,0.4,0.62
33095,0.55,0.86
33096,0.13,0.18
33097,0.01,0.34
33098,0.6,0.63
33099,0.23,0.18
33100,0.11,0.05
33101,0.0,0.02
33102,0.38,0.89
33103,0.05,0.45
33104,0.23,0.69
33105,0.17,0.1725
33106,0.43,0.6025
33107,0.08,0.32
33108,0.01,0.06
33109,0.18,0.77
33110,0.0,0.01
33111,0.03,0.02
33112,0.015,0.89
33113,0.06,0.98
33114,0.87,0.84
33115,0.41,0.57
33116,0.02,0.09
33117,0.28,0.9
33118,0.06,0.52
33119,0.53,0.57
33120,0.04,0.12
33121,0.12,0.6
33122,0.06,0.81
33123,0.41,0.475
33124,0.04,0.08
33125,0.8,0.79
33126,0.23,0.28
33127,0.15666666666666665,0.62
33128,0.0,0.53
33129,0.37,0.64
33130,0.0,0.13
33131,0.25,0.68
33132,0.7633333333333333,0.9
33133,0.21,0.66
33134,0.12,0.06
33135,0.1,0.405
33136,0.75,0.71
33137,0.02,0.04
33138,0.81,0.9366666666666665
33139,0.13,0.72
33140,0.0,0.17
33141,0.185,0.29
33142,0.02,0.41
33143,0.16,0.29
33144,0.55,0.27
33145,0.07,1.0
33146,0.13,0.05333333333333333
33147,0.02,0.04
33148,0.4,0.87
33149,0.43678571428571433,0.5158333333333334
33150,0.11,0.64
33151,0.03,0.21
33152,0.01,0.86
33153,0.43799999999999994,0.4023333333333333
33154,0.03666666666666667,0.89
33155,0.05,0.55
33156,0.06,0.23
33157,0.3266666666666667,0.92
33158,0.04,0.3
33159,0.05,0.25
33160,0.32,0.27
33161,0.07,0.04
33162,0.0,0.02
33163,0.01,0.03
33164,0.03,0.66
33165,0.06,0.73
33166,0.08,0.915
33167,0.11466666666666667,0.31
33168,0.09,0.27
33169,0.08,0.43
33170,0.0875,0.86
33171,0.18,0.69
33172,0.36,0.51
33173,0.11,0.78
33174,0.0,0.18
33175,0.0,0.19
33176,0.05,0.43
33177,0.0,0.88
33178,0.34666666666666673,0.64
33179,0.01,0.05
33180,0.0,0.09
33181,0.12880952380952382,0.64
33182,0.0,0.17
33183,0.55,0.69
33184,0.05,0.59
33185,0.05583333333333333,0.49
33186,0.0,0.85
33187,0.35,0.69
33188,0.11,0.96
33189,0.18,0.18
33190,0.01,0.1
33191,0.01,0.03
33192,0.06,0.05
33193,0.42,0.59
33194,0.17,0.74
33195,0.03,0.53
33196,0.12,0.14
33197,0.2,0.69
33198,0.15666666666666668,0.7233333333333334
33199,0.25,0.36
33200,0.12,0.6393333333333334
33201,0.44,0.67
33202,0.13,0.13
33203,0.97,0.31
33204,0.1,0.7025
33205,0.45,0.22
33206,0.34,0.43
33207,0.04,0.39
33208,0.7083333333333335,0.79
33209,0.02,0.13
33210,0.19,0.71
33211,0.04,0.32
33212,0.0,0.105
33213,0.5233333333333333,0.89
33214,0.0,0.09
33215,0.05,0.05
33216,0.01,0.16
33217,0.16,0.7156666666666668
33218,0.11,0.95
33219,0.09,0.25
33220,0.12,0.63
33221,0.7,0.33
33222,0.23,0.23
33223,0.35,0.81
33224,0.14950000000000002,0.6833333333333332
33225,0.45,0.6833333333333335
33226,0.0,0.01
33227,0.05,0.01
33228,0.47,0.41
33229,0.03,0.695
33230,0.01,0.07
33231,0.07,0.13666666666666666
33232,0.02,0.27
33233,0.64,0.45
33234,0.29,0.55
33235,0.2975,0.59
33236,0.33643073593073586,0.4915
33237,0.01,0.12
33238,0.05,0.12
33239,0.22,0.46
33240,0.77,0.77
33241,0.415,0.75
33242,0.27666666666666667,0.64
33243,0.47,0.89
33244,0.8011666666666667,0.9426666666666667
33245,0.3566666666666667,0.57
33246,0.9,0.98
33247,0.2,0.16
33248,0.03,0.505
33249,0.01,0.1
33250,0.30083333333333334,0.8283333333333335
33251,0.12,0.5
33252,0.9466666666666665,0.82
33253,0.995,0.99
33254,0.05,0.81
33255,0.18,0.7458333333333332
33256,0.02,0.11
33257,0.02,0.05
33258,0.27,0.3
33259,0.26,0.85
33260,0.55,0.25
33261,0.08,0.29
33262,0.7873333333333331,1.0
33263,0.0,0.02
33264,0.21,0.9
33265,0.34,0.73
33266,0.0,0.07
33267,0.0,0.31
33268,0.11,0.61
33269,0.12,0.85
33270,0.0,0.3075
33271,0.02,0.7
33272,0.19,0.98
33273,0.05,0.77
33274,0.0,0.03
33275,0.84,0.95
33276,0.47,0.6808333333333333
33277,0.02,0.36
33278,0.11,0.21
33279,0.74,0.586
33280,0.81,0.95
33281,0.0,0.06
33282,0.415,0.8275
33283,0.30666666666666664,0.83
33284,0.17666666666666667,0.19666666666666666
33285,0.42,0.54
33286,0.05,0.8816666666666666
33287,0.33,0.76
33288,0.01,0.35
33289,0.11,0.33
33290,0.03,0.87
33291,0.02,0.06
33292,0.08,0.37
33293,0.041428571428571426,0.26
33294,0.05,0.12
33295,0.15,0.17
33296,0.14,0.46
33297,0.31,0.4
33298,0.09,0.16
33299,0.27,0.28
33300,0.71,0.86
33301,0.1,0.915
33302,0.07,0.53
33303,0.45,0.81
33304,0.02984126984126984,0.345
33305,0.5,0.39
33306,0.02,0.03
33307,0.05,0.06
33308,0.05,0.39
33309,0.1,0.4
33310,0.08,0.0
33311,0.01,0.39
33312,0.15,0.17
33313,0.14,0.48
33314,0.19,0.44
