respondent_id,h1n1_vaccine,seasonal_vaccine
30081,0.8,0.91
30082,0.04,0.76
30083,0.02,0.36
30084,0.31,0.45
30085,0.06,0.06
30086,0.17,0.14785714285714285
30087,0.23,0.5691666666666667
30088,0.3133333333333333,0.24
30089,0.1,0.26
30090,0.17,0.105
30091,0.88,0.75
30092,0.03,0.05
30093,0.48,0.89
30094,0.12,0.9
30095,0.15,0.12666666666666668
30096,0.33,0.29
30097,0.52,0.7
30098,0.25,0.645
30099,0.02,0.19083333333333335
30100,0.01,0.07
30101,0.11,0.13
30102,0.335,0.34
30103,0.25,0.55
30104,0.78,0.71
30105,0.03,0.15
30106,0.86,0.44
30107,0.6991666666666667,0.56
30108,0.15,0.32
30109,0.08,0.15
30110,0.37,0.89
30111,0.1,0.89
30112,0.23916666666666664,0.18
30113,0.1,0.76
30114,0.18,0.86
30115,0.52,0.96
30116,0.19,0.22
30117,0.07,0.11
30118,0.43,0.23
30119,0.16,0.1925
30120,0.34,0.84
30121,0.2,0.57
30122,0.01,0.01
30123,0.31,0.38
30124,0.55,0.37
30125,0.12,0.34
30126,0.26,0.28
30127,0.335,0.35
30128,0.35,0.59
30129,0.11333333333333334,0.95
30130,0.25,0.44
30131,0.09,0.74
30132,0.07,0.13
30133,0.0,0.0
30134,0.07,0.9666666666666667
30135,0.235,0.25
30136,0.02,0.21
30137,0.0525,0.16
30138,0.06,0.48
30139,0.4,0.65
30140,0.06,0.13
30141,0.16,0.25
30142,0.8466666666666667,0.95
30143,0.14,0.69
30144,0.77,0.75
30145,0.02,0.41
30146,0.03,0.134
30147,0.26,0.74
30148,0.04,0.5
30149,0.13,0.12
30150,0.96,0.86
30151,0.93,0.85
30152,0.22,0.35
30153,0.09,0.95
30154,0.25,0.97
30155,0.67,0.68
30156,0.21,0.51
30157,0.51,0.16
30158,0.76,0.97
30159,0.07,0.16
30160,0.36,0.48
30161,0.0,0.29
30162,0.35,0.4
30163,0.0,0.03
30164,0.94,0.88
30165,0.135,0.3
30166,0.12,0.87
30167,0.08,0.19
30168,0.19,0.13
30169,0.0,0.04
30170,0.38,0.12
30171,0.03,0.06
30172,0.73,0.47
30173,0.14,0.77
30174,0.66,0.67
30175,0.3983333333333334,0.4958333333333334
30176,0.14916666666666667,0.94
30177,0.38,0.82
30178,0.14,0.42
30179,0.02,0.12
30180,0.05,0.52
30181,0.15,0.92
30182,0.56,0.92
30183,0.89,0.99
30184,0.24,0.44
30185,0.09,0.8543333333333334
30186,0.1,0.37
30187,0.56,0.605
30188,0.65,0.8816666666666666
30189,0.04,0.07
30190,0.11,0.3
30191,0.17,0.62
30192,0.01,0.024166666666666666
30193,0.18,0.58
30194,0.13,0.21333333333333335
30195,0.03,0.51
30196,0.85,0.76
30197,0.465,0.69
30198,0.15,0.82
30199,0.07,0.08
30200,0.48,0.96
30201,0.02,0.06
30202,0.14,0.29
30203,0.8366666666666666,0.67
30204,0.21,0.36
30205,0.07,0.04
30206,0.23,0.19
30207,0.59,0.81
30208,0.14,0.24
30209,0.05,0.13
30210,0.08,0.92
30211,0.12,0.05
30212,0.25,0.65
30213,0.2,0.89
30214,0.09,0.61
30215,0.08,0.25
30216,0.62,0.65
30217,0.9366666666666665,0.92
30218,0.09,0.29
30219,0.07,0.63
30220,0.21,0.98
30221,0.05,0.09
30222,0.04,0.06
30223,0.7,0.67
30224,0.14,0.41
30225,0.03,0.08
30226,0.28,0.85
30227,0.145,0.86
30228,0.33,0.67
30229,0.03,0.5
30230,0.11,0.21
30231,0.12,0.79
30232,0.12,0.56
30233,0.12,0.25
30234,0.4,0.39
30235,0.27,0.4325
30236,0.125,0.86
30237,0.1,0.74
30238,0.12,0.39
30239,0.32,0.75
30240,0.06,0.96
30241,0.2525,0.81
30242,0.15,0.36333333333333334
30243,0.36,0.33
30244,0.01,0.3
30245,0.11,0.38
30246,0.08,0.76
30247,0.07,0.5
30248,0.62,0.78
30249,0.66,0.94
30250,0.12,0.05
30251,0.1,0.88
30252,0.29,0.54
30253,0.28,0.9175
30254,0.18,0.34
30255,0.31,0.18
30256,0.5775,0.67
30257,0.05,0.94
30258,0.38,0.3
30259,0.14666666666666667,0.2
30260,0.12,0.37
30261,0.11,0.98
30262,0.37,0.7266666666666666
30263,0.03,0.08
30264,0.13,0.305
30265,0.1,0.19
30266,0.01,0.02
30267,0.0,0.0
30268,0.02,0.11
30269,0.04,0.79
30270,0.08,0.78
30271,0.08,0.96
30272,0.18,0.26
30273,0.68,0.24
30274,0.7166666666666666,0.46
30275,0.07,0.62
30276,0.09,0.08
30277,0.02,0.67
30278,0.05,0.64
30279,0.33,0.69
30280,0.8533333333333333,0.94
30281,0.03,0.08
30282,0.08,0.02
30283,0.06,0.23
30284,0.07,0.2
30285,0.21,0.64
30286,0.04,0.18
30287,0.21,0.44666666666666666
30288,0.18,0.62
30289,0.24,0.4
30290,0.0,0.08
30291,0.07,0.12
30292,0.475,0.6
30293,0.23,0.315
30294,0.68,0.97
30295,0.03,0.37
30296,0.45,0.64
30297,0.02,0.22399999999999998
30298,0.02,0.24
30299,0.07,0.405
30300,0.35,0.96
30301,0.21,0.57
30302,0.06,0.31
30303,0.45,0.74
30304,0.27,0.3275
30305,0.01,0.83
30306,0.3,0.91
30307,0.81,0.94
30308,0.11,0.61
30309,0.07,0.955
30310,0.59,0.8
30311,0.01,0.04
30312,0.29,0.76
30313,0.07,0.44
30314,0.03,0.1
30315,0.07,0.26
30316,0.49,0.5
30317,0.14,0.77
30318,0.06,0.86
30319,0.03,0.95
30320,0.34,0.95
30321,0.08,0.01
30322,0.29,0.24
30323,0.43,0.39
30324,0.09,0.225
30325,0.07,0.1
30326,0.05,0.35
30327,0.25,0.95
30328,0.17,0.81
30329,0.0,0.0
30330,0.18,0.2075
30331,0.17,0.625
30332,0.1,0.27
30333,0.06,0.39
30334,0.21,0.3866666666666667
30335,0.13,0.46
30336,0.01,0.165
30337,0.71,0.89
30338,0.2,0.82
30339,0.58,0.7
30340,0.31,0.3124523809523809
30341,0.24,0.4
30342,0.44,0.59
30343,0.07,0.434
30344,0.81,0.56
30345,0.33,0.32
30346,0.31,0.36
30347,0.2,0.47
30348,0.0,0.37
30349,0.19,0.76
30350,0.59,0.73
30351,0.01,0.17
30352,0.41,0.48
30353,0.4,0.2
30354,0.11,0.2
30355,0.09,0.1
30356,0.09,0.2
30357,0.02,0.04
30358,0.62,0.92
30359,0.12,0.256
30360,0.63,0.9
30361,0.14,0.52
30362,0.15,0.49
30363,0.13808333333333334,0.105
30364,0.44,0.82
30365,0.14,0.68
30366,0.03,0.29
30367,0.99,0.97
30368,0.11,0.09
30369,0.07,0.08
30370,0.74,0.77
30371,0.14,0.15
30372,0.02,0.14
30373,0.16,0.38
30374,0.36,0.66
30375,0.21333333333333332,0.3625
30376,0.28,0.2
30377,0.01,0.10442857142857141
30378,0.7,0.73
30379,0.59,0.85
30380,0.06555555555555555,0.5166666666666667
30381,0.27,0.19
30382,0.23,0.935
30383,0.47,0.3133333333333333
30384,0.13,0.49
30385,0.6828571428571428,0.43
30386,0.49,0.75
30387,0.37,0.79
30388,0.01,0.02
30389,0.31,0.36
30390,0.08,0.28
30391,0.77,0.91
30392,0.55,0.53
30393,0.24,0.17
30394,0.06,0.22
30395,0.11,0.04
30396,0.19,0.31
30397,0.36,0.34
30398,0.45,0.93
30399,0.14,0.3
30400,0.03,0.5858333333333333
30401,0.02,0.18
30402,0.2,0.43
30403,0.19,0.63
30404,0.32,0.645
30405,0.02,0.15
30406,0.01,0.06
30407,0.0,0.0
30408,0.02,0.115
30409,0.33,0.7340000000000001
30410,0.17,0.78
30411,0.115,0.61
30412,0.54,0.4275
30413,0.1,0.23
30414,0.01,0.03
30415,0.26,0.55
30416,0.11,0.11
30417,0.13,0.2
30418,0.0,0.07
30419,0.04,0.15
30420,0.08,0.58
30421,0.51,0.355
30422,0.11333333333333333,0.34
30423,0.03,0.74
30424,0.03,0.07
30425,0.98,0.945
30426,0.92,0.95
30427,0.63,0.81
30428,0.26,0.7
30429,0.25,0.64
30430,0.32,0.65
30431,0.03,0.28
30432,0.235,0.6241666666666666
30433,0.42,0.195
30434,0.07,0.46
30435,0.09,0.18
30436,0.0,0.2841666666666667
30437,0.86,0.87
30438,0.09,0.31
30439,0.15,0.17833333333333334
30440,0.42,0.86
30441,0.705,0.56
30442,0.5,0.78
30443,0.12,0.49166666666666664
30444,0.06,0.04666666666666666
30445,0.1,0.85
30446,0.01,0.05
30447,0.02,0.61
30448,0.12,0.34333333333333327
30449,0.12,0.4
30450,0.37,0.6625
30451,0.57,0.42
30452,0.03,0.11
30453,0.17,0.43
30454,0.13,0.43
30455,0.43916666666666665,0.2
30456,0.23,0.48166666666666663
30457,0.01,0.09
30458,0.06,0.2058333333333333
30459,0.1433333333333333,0.52
30460,0.39,0.36
30461,0.27,0.91
30462,0.01,0.35
30463,0.01,0.04
30464,0.46,0.57
30465,0.2,0.58
30466,0.51,0.68
30467,0.13,0.07
30468,0.07,0.33
30469,0.24,0.16
30470,0.02,0.01
30471,0.59,0.66
30472,0.11,0.19
30473,0.06,0.31
30474,0.59,0.7
30475,0.07,0.01
30476,0.06333333333333332,0.43
30477,0.06,0.35
30478,0.24,0.43
30479,0.81,0.95
30480,0.03,0.74
30481,0.18,0.61
30482,0.27,0.3
30483,0.11,0.28
30484,0.04,0.46
30485,0.15,0.83
30486,0.1,0.66
30487,0.4,0.75
30488,0.2,0.51
30489,0.415,0.33
30490,0.58,0.76
30491,0.44,0.21
30492,0.09,0.18333333333333332
30493,0.23,0.42
30494,0.04,0.14
30495,0.08,0.525
30496,0.11666666666666665,0.45
30497,0.06,0.6
30498,0.15,0.13
30499,0.78,0.76
30500,0.02,0.05
30501,0.36,0.53
30502,0.12,0.15
30503,0.3,0.45
30504,0.41666666666666674,0.7
30505,0.35,0.24
30506,0.1,0.92
30507,0.48,0.37
30508,0.77,0.92
30509,0.36,0.67
30510,0.08,0.16
30511,0.48,0.205
30512,0.03,0.07
30513,0.14,0.32
30514,0.59,0.5
30515,0.19,0.53
30516,0.04,0.2
30517,0.02,0.00125
30518,0.01,0.06
30519,0.66,0.82
30520,0.03,0.15
30521,0.03,0.01
30522,0.7256666666666667,0.94
30523,0.6875,0.98
30524,0.01,0.34
30525,0.9,0.96
30526,0.27,0.35
30527,0.32,0.29600000000000004
30528,0.17,0.68
30529,0.62,0.87
30530,0.1,0.775
30531,0.23,0.6
30532,0.0,0.08
30533,0.05,0.13
30534,0.54,0.92
30535,0.0,0.11
30536,0.87,0.99
30537,0.05,0.7
30538,0.07,0.09
30539,0.165,0.91
30540,0.07166666666666667,0.6394285714285713
30541,0.89,0.69
30542,0.43,0.33
30543,0.9,0.89
30544,0.05,0.6725
30545,0.14,0.14
30546,0.22,0.94
30547,0.095,0.7
30548,0.06,0.86
30549,0.36,0.52
30550,0.05333333333333333,0.21
30551,0.1,0.66
30552,0.17,0.97
30553,0.22,0.55
30554,0.13,0.37
30555,0.0,0.0
30556,0.15666666666666665,0.23
30557,0.37,0.84
30558,0.08,0.97
30559,0.38333333333333336,0.63
30560,0.04,0.25
30561,0.5915,0.5833333333333333
30562,0.1,0.065
30563,0.37,0.72
30564,0.05,0.88
30565,0.01,0.12
30566,0.37,0.45
30567,0.71,0.68
30568,0.7,0.79
30569,0.06,0.23
30570,0.07,0.13
30571,0.08,0.9433333333333335
30572,0.19,0.38
30573,0.16,0.43
30574,0.09,0.06
30575,0.16,0.37
30576,0.01,0.05
30577,0.04,0.56
30578,0.0,0.155
30579,0.58,0.56
30580,0.06192585630743526,0.06458333333333333
30581,0.07,0.83
30582,0.03,0.08
30583,0.31,0.28
30584,0.06,0.22
30585,0.09,1.0
30586,0.39,0.31
30587,0.37,0.85
30588,0.15416666666666667,0.5288571428571429
30589,0.1025,0.15166666666666667
30590,0.14,0.47
30591,0.03,0.7533333333333334
30592,0.74,0.95
30593,0.05,0.0425
30594,0.04,0.21
30595,0.26,0.09
30596,0.05,0.94
30597,0.06666666666666667,0.36
30598,0.2,0.31
30599,0.14,0.15
30600,0.62,0.38733333333333336
30601,0.08,0.62
30602,0.07,0.95
30603,0.0,0.09
30604,0.12,0.15
30605,0.18,0.18
30606,0.03,0.01
30607,0.065,0.41666666666666663
30608,0.13,0.06
30609,0.6,0.8525
30610,0.11,0.12
30611,0.11,0.14
30612,0.18,0.01
30613,0.75,0.9
30614,0.33,0.6
30615,0.23,0.17
30616,0.161,0.319
30617,0.44000000000000006,0.315
30618,0.31,0.77
30619,0.0,0.02
30620,0.11,0.81
30621,0.1,0.61
30622,0.03,0.06
30623,0.08,0.97
30624,0.27,0.73
30625,0.3275,0.62
30626,0.04,0.96
30627,0.69,0.4
30628,0.08,0.43
30629,0.06,0.57
30630,0.04,0.41416666666666674
30631,0.09,0.68
30632,0.12,0.15
30633,0.45,0.94
30634,0.06,0.03
30635,0.01,0.06
30636,0.65,0.47
30637,0.07932539682539683,0.17
30638,0.21166666666666667,0.71
30639,0.29333333333333333,0.36
30640,0.23,0.35
30641,0.17,0.66
30642,0.03,0.01
30643,0.51,0.75
30644,0.02,0.08
30645,0.1,0.21
30646,0.13,0.62
30647,0.72,0.93
30648,0.05,0.9
30649,0.11,0.58
30650,0.0,0.0
30651,0.09,0.82
30652,0.01,0.5873333333333334
30653,0.52,0.4366666666666667
30654,0.02,0.91
30655,0.15,0.21
30656,0.02166666666666667,0.03
30657,0.03,0.13
30658,0.12,0.16
30659,0.27,0.23
30660,0.11,0.33
30661,0.36,0.91
30662,0.1057142857142857,0.14
30663,0.06,0.51
30664,0.13,0.53
30665,0.08861904761904763,0.04
30666,0.0,0.1
30667,0.15,0.83
30668,0.09,0.27
30669,0.14,0.26
30670,0.2,0.54
30671,0.05,0.16
30672,0.34,0.77
30673,0.24,0.66
30674,0.03,0.32
30675,0.08,0.21
30676,0.05,0.08
30677,0.24,0.4
30678,0.69,0.9
30679,0.05,0.64
30680,0.65,0.69
30681,0.09,0.6
30682,0.11,0.3
30683,0.54,0.54
30684,0.07,0.29
30685,0.16,0.44
30686,0.62,0.6775
30687,0.1,0.2
30688,0.05,0.5
30689,0.16,0.65
30690,0.08,0.72
30691,0.74,0.52
30692,0.71,0.83
30693,0.28,0.29
30694,0.11,0.38
30695,0.78,0.8
30696,0.24,0.43
30697,0.08,0.08
30698,0.01,0.24
30699,0.08,0.75
30700,0.55,0.62
30701,0.38,0.57
30702,0.0,1.0
30703,0.04,0.96
30704,0.63,0.13
30705,0.04,0.39
30706,0.19,0.4
30707,0.16,0.34
30708,0.15,0.17
30709,0.61,0.92
30710,0.86,0.99
30711,0.05,0.08
30712,0.03,0.04
30713,0.81,0.97
30714,0.78,0.71
30715,0.02,0.65
30716,0.13,0.81
30717,0.155,0.61
30718,0.14333333333333334,0.4333333333333333
30719,0.08,0.11
30720,0.24,0.22
30721,0.27,0.11
30722,0.01,0.05
30723,0.5,0.91
30724,0.09,0.96
30725,0.18,1.0
30726,0.28,0.42
30727,0.78,0.91
30728,0.59,0.98
30729,0.07,0.15
30730,0.04,0.925
30731,0.92,0.94
30732,0.3,0.35
30733,0.52,0.8666666666666666
30734,0.15,0.7
30735,0.19,0.75
30736,0.68,0.9166666666666665
30737,0.11,0.16
30738,0.44,0.23
30739,0.15,0.35200000000000004
30740,0.05,0.31
30741,0.03,0.27
30742,0.06,0.14
30743,0.09,0.36
30744,0.09,0.21
30745,0.09,0.79
30746,0.24,0.62
30747,0.19,0.36
30748,0.05,0.4
30749,0.0,0.05
30750,0.0,0.06
30751,0.02,0.4
30752,0.33,0.53
30753,0.09,0.85
30754,0.45666666666666667,0.78
30755,0.21,0.48
30756,0.11,0.41
30757,0.02,0.83
30758,0.055,0.07
30759,0.05,0.8
30760,0.1475,0.845
30761,0.83,0.78
30762,0.33,0.71
30763,0.53,0.39
30764,0.09,0.16
30765,0.75,0.9
30766,0.22,0.57
30767,0.32,0.58
30768,0.02,0.08
30769,0.24,0.59
30770,0.16,0.07
30771,0.1,0.9
30772,0.07,0.83
30773,0.1,0.21
30774,0.18,0.34
30775,0.11,0.16
30776,0.01,0.16
30777,0.19,0.4325
30778,0.35,0.77
30779,0.32,0.52
30780,0.05,0.09
30781,0.0,0.03
30782,0.08,0.78
30783,0.03,0.12
30784,0.43875,0.61
30785,0.63,0.77
30786,0.05,0.185
30787,0.444,0.88
30788,0.27,0.36
30789,0.24,0.43
30790,0.02,0.17
30791,0.14,0.67
30792,0.48,0.72
30793,0.15666666666666665,0.26
30794,0.0,0.01
30795,0.28,0.335
30796,0.63,0.84
30797,0.03,0.03
30798,0.08,0.07
30799,0.14,0.24
30800,0.89,0.82
30801,0.21,0.06
30802,0.19,0.55
30803,0.08,0.62
30804,0.36,0.95
30805,0.07,0.35
30806,0.04,0.25
30807,0.17,0.31
30808,0.1,0.12
30809,0.11,0.57
30810,0.64,0.54
30811,0.65,0.9355
30812,0.0,0.0
30813,0.09,0.5075
30814,0.84,0.84
30815,0.29,0.9
30816,0.42333333333333334,0.285
30817,0.14,0.93
30818,0.03,0.985
30819,0.08,0.85
30820,0.17,0.07
30821,0.14,0.55
30822,0.01,0.73
30823,0.08,0.29
30824,0.7,0.77
30825,0.02,0.1
30826,0.32,0.71
30827,0.44,0.36
30828,0.04,0.24
30829,0.22,0.19
30830,0.65,0.8133333333333332
30831,0.38,0.5
30832,0.06,0.07
30833,0.03,0.13
30834,0.44,0.49
30835,0.6,0.77
30836,0.0,0.08
30837,0.12,0.75
30838,0.02,0.97
30839,0.19,0.59
30840,0.05,0.64
30841,0.02,0.0475
30842,0.06,0.62
30843,0.02,0.37
30844,0.27,0.59
30845,0.3608333333333333,0.19
30846,0.06,0.18
30847,0.08,0.13
30848,0.03,0.17
30849,0.01,0.06
30850,0.16,0.42
30851,0.36,0.31
30852,0.09,0.08
30853,0.02,0.11
30854,0.41,0.61
30855,0.21,0.87
30856,0.01,0.37
30857,0.02,0.14416666666666667
30858,0.64,0.68
30859,0.13,0.47
30860,0.18,0.64
30861,0.73,0.515
30862,0.6,0.88
30863,0.08,0.32
30864,0.16,0.12
30865,0.02,0.11
30866,0.04,0.09
30867,0.81,0.71
30868,0.16,0.43
30869,0.39,0.525
30870,0.13,0.731
30871,0.07,0.22
30872,0.0,0.05
30873,0.94,0.99
30874,0.1,0.08
30875,0.0,0.0475
30876,0.01,0.23
30877,0.5,0.93
30878,0.02,0.29
30879,0.25,0.38
30880,0.16,0.43
30881,0.22,0.89
30882,0.16,0.17
30883,0.02,0.24
30884,0.04,0.93
30885,0.0,0.45649999999999996
30886,0.06,0.98
30887,0.04,0.12
30888,0.05,0.58
30889,0.51,0.61
30890,0.78,0.62
30891,0.04,0.56
30892,0.01,0.08
30893,0.32,0.58
30894,0.45,0.29
30895,0.52,0.46
30896,0.36,0.69
30897,0.04,0.502
30898,0.07,0.76
30899,0.07,0.97
30900,0.34,0.1175
30901,0.68,0.87
30902,0.03,0.09
30903,0.01,0.23
30904,0.4,0.43
30905,0.72,0.65
30906,0.16,0.24
30907,0.0,0.22785714285714284
30908,0.27,0.42666666666666664
30909,0.05,0.69
30910,0.81,0.71
30911,0.15,0.61
30912,0.0,0.57
30913,0.01,0.46
30914,0.04,0.04
30915,0.7,0.98
30916,0.01,0.09
30917,0.47,0.55
30918,0.03333333333333333,0.44
30919,0.06,0.03
30920,0.12,0.14
30921,0.19,0.52
30922,0.38,0.16
30923,0.1,0.39
30924,0.32,0.1
30925,0.75,0.92
30926,0.61,0.5
30927,0.11,0.33
30928,0.46,0.505
30929,0.12,0.15083333333333332
30930,0.635,0.83
30931,0.23,0.79
30932,0.15,0.75
30933,0.5,0.51
30934,0.14,0.23
30935,0.17,0.67
30936,0.27,0.25
30937,0.11,0.85
30938,0.09,0.87
30939,0.05,0.31
30940,0.44,0.99
30941,0.0,0.0
30942,0.22,0.6216666666666667
30943,0.12,0.98
30944,0.33333333333333326,0.42
30945,0.0,0.0
30946,0.2,0.75
30947,0.30666666666666664,0.3966666666666667
30948,0.11,0.91
30949,0.07,0.6224999999999999
30950,0.06,0.93
30951,0.68,0.65
30952,0.11,0.09
30953,0.07,0.77
30954,0.68,0.62
30955,0.22,0.8320000000000001
30956,0.69,0.69
30957,0.265,0.11066666666666668
30958,0.59,0.75
30959,0.65,0.82
30960,0.31,0.49
30961,0.19,0.53
30962,0.05,0.09
30963,0.22,0.82
30964,0.04,0.58
30965,0.08,0.57
30966,0.01,0.14
30967,0.875,0.82
30968,0.07,0.73
30969,0.43,0.88
30970,0.05,0.3766666666666667
30971,0.03,0.1
30972,0.55,0.54
30973,0.12,0.15
30974,0.05,0.8
30975,0.49,0.57
30976,0.45,0.64
30977,0.2,0.36
30978,0.84,0.7141666666666667
30979,0.32,0.76
30980,0.91,0.93
30981,0.17,0.36
30982,0.08,0.13
30983,0.03,0.82
30984,0.2,0.3
30985,0.76,0.55
30986,0.15,0.07
30987,0.11,0.3725
30988,0.48,0.88
30989,0.01,0.4
30990,0.94,0.96
30991,0.17,0.135
30992,0.45,0.47
30993,0.0,0.18
30994,0.01,0.15
30995,0.06,0.28
30996,0.305,0.39
30997,0.36,0.72
30998,0.12,0.85
30999,0.29,0.94
31000,0.01,0.12
31001,0.7791666666666667,0.82
31002,0.18,0.19
31003,0.14,0.27
31004,0.77,0.87
31005,0.45,0.65
31006,0.07583333333333334,0.06
31007,0.15,0.51
31008,0.23,0.46
31009,0.13,0.25
31010,0.47,0.36
31011,0.16,0.64
31012,0.67,0.2866666666666667
31013,0.27,0.28
31014,0.02,0.165
31015,0.0,0.12
31016,0.18,0.48
31017,0.12,0.08
31018,0.34,0.32
31019,0.05,0.71
31020,0.34,0.69
31021,0.1,0.1
31022,0.32,0.93
31023,0.03,0.15
31024,0.0,0.32
31025,0.84,0.96
31026,0.01,0.14
31027,0.79,0.82
31028,0.02,0.77
31029,0.03,0.6905000000000001
31030,0.08,0.33
31031,0.19,0.53
31032,0.02,0.52
31033,0.01,0.05
31034,0.07,0.76
31035,0.59,0.94
31036,0.433,0.64
31037,0.01,0.2
31038,0.11,0.44
31039,0.21,0.87
31040,0.09,0.26
31041,0.13,0.82
31042,0.23,0.45
31043,0.1,0.5
31044,0.04,0.33
31045,0.48,0.6975
31046,0.11,0.61
31047,0.0,0.01
31048,0.65,0.67
31049,0.09,0.3
31050,0.003333333333333333,0.23
31051,0.03,0.33
31052,0.5633333333333334,0.63
31053,0.03,0.17
31054,0.687857142857143,0.75
31055,0.39,0.27
31056,0.04,0.05
31057,0.64,0.61
31058,0.01,0.865
31059,0.04,0.205
31060,0.65,0.93
31061,0.03,0.53
31062,0.259,0.5233333333333333
31063,0.32,0.7
31064,0.34,0.42
31065,0.24,0.06
31066,0.71,0.86
31067,0.28,0.19
31068,0.25,0.36
31069,0.8478333333333334,0.74
31070,0.07,0.37
31071,0.37,0.7
31072,0.04,0.25500000000000006
31073,0.61,0.9
31074,0.05,0.79
31075,0.16,0.67
31076,0.73,0.8313333333333333
31077,0.16,0.3
31078,0.13,0.09
31079,0.6325,0.74
31080,0.74,0.77
31081,0.05,0.87
31082,0.22,0.75
31083,0.11,0.81
31084,0.09,0.135
31085,0.018333333333333333,0.24
31086,0.075,0.19
31087,0.18,0.85
31088,0.16,0.76
31089,0.14,0.06
31090,0.25,0.56
31091,0.09333333333333332,0.69
31092,0.2736111111111111,0.09247727272727273
31093,0.03,0.034
31094,0.05,0.62
31095,0.26,0.24
31096,0.11,0.23
31097,0.93,0.76
31098,0.03,0.05
31099,0.05,0.25
31100,0.05,0.79
31101,0.24,0.4
31102,0.52,0.8016666666666665
31103,0.54,0.92
31104,0.03,0.92
31105,0.09,0.68
31106,0.15,0.55
31107,0.195,0.4
31108,0.07,0.12
31109,0.46,0.21
31110,0.08,0.26
31111,0.08,0.62
31112,0.03,0.16
31113,0.25,0.35
31114,0.16,0.87
31115,0.01,0.18600000000000003
31116,0.0,0.02
31117,0.28,0.92
31118,0.05,0.61
31119,0.35,0.28
31120,0.07,0.23
31121,0.81,0.85
31122,0.66,0.61
31123,0.29,0.49
31124,0.06,0.16
31125,0.35466666666666663,0.45
31126,0.07,0.23
31127,0.29,0.17
31128,0.06,0.65
31129,0.02,0.08
31130,0.0,0.01
31131,0.83,0.67
31132,0.03,0.97
31133,0.08,0.14
31134,0.09,0.77
31135,0.09,0.61
31136,0.6,0.87
31137,0.08,0.08
31138,0.66,0.58
31139,0.37,0.45
31140,0.05746031746031746,0.01
31141,0.22,0.75
31142,0.92,0.87
31143,0.35,0.46
31144,0.11,0.69
31145,0.69,0.67
31146,0.02,0.04
31147,0.26,0.45
31148,0.14,0.46
31149,0.09,0.16
31150,0.15,0.86
31151,0.0,0.08791666666666668
31152,0.1,0.4784999999999999
31153,0.07666666666666667,0.51
31154,0.18,0.05
31155,0.6,1.0
31156,0.1733333333333333,0.05
31157,0.12,0.87
31158,0.84,0.93
31159,0.06666666666666667,0.2
31160,0.0,0.31
31161,0.24,0.46
31162,0.54,0.73
31163,0.3,0.42
31164,0.2,0.58
31165,0.405,0.19
31166,0.23,0.46
31167,0.0,0.08
31168,0.66,0.51
31169,0.04,0.15
31170,0.4,0.28
31171,0.28,0.32
31172,0.91,0.9583333333333333
31173,0.19,0.79
31174,0.24,0.2
31175,0.15,0.24833333333333335
31176,0.46,0.29
31177,0.11,0.78
31178,0.43,0.82
31179,0.29,0.845
31180,0.11666666666666665,0.82
31181,0.35,0.65
31182,0.03,0.5
31183,0.13,0.46
31184,0.01,0.01
31185,0.17,0.215
31186,0.39,0.37
31187,0.07,0.17
31188,0.44,0.14
31189,0.09,0.37
31190,0.05,0.17
31191,0.45,0.47
31192,0.01,0.12
31193,0.05,0.13583333333333333
31194,0.03,0.47
31195,0.37333333333333335,0.22
31196,0.42,0.85
31197,0.04,0.25
31198,0.03,0.06
31199,0.25,0.41
31200,0.1,0.65
31201,0.12,0.05
31202,0.58,0.91
31203,0.05,0.04
31204,0.04,0.1
31205,0.08,0.95
31206,0.17,0.24
31207,0.09,0.16
31208,0.35,0.72
31209,0.26,0.78
31210,0.27,0.72
31211,0.09,0.1
31212,0.12,0.52
31213,0.0,0.05
31214,0.27166666666666667,0.41
31215,0.11,0.86
31216,0.0,0.01
31217,0.13,0.7341666666666665
31218,0.9,0.99
31219,0.79,0.86
31220,0.06,0.3
31221,0.22,0.43
31222,0.14,0.38
31223,0.31,0.44
31224,0.03,0.61
31225,0.0,0.0
31226,0.67,0.85
31227,0.05,0.08
31228,0.48,0.34
31229,0.67,0.39
31230,0.01,0.22
31231,0.07,0.04
31232,0.03,0.91
31233,0.52,0.57
31234,0.61,0.92
31235,0.33,0.65
31236,0.48,0.97
31237,0.08,0.44
31238,0.31,0.94
31239,0.5154761904761904,0.69
31240,0.59,0.86
31241,0.05,0.04
31242,0.11,0.136
31243,0.17,0.67
31244,0.19,0.69
31245,0.31,0.49
31246,0.01,0.12
31247,0.17,0.83
31248,0.7,0.57
31249,0.03,0.07
31250,0.2816666666666667,0.64
31251,0.6,0.91
31252,0.35,0.19
31253,0.0575,1.0
31254,0.18,0.47
31255,0.16,0.43
31256,0.08,0.26
31257,0.08,0.75
31258,0.06,0.1
31259,0.27,0.67
31260,0.02,0.09
31261,0.09,0.2525
31262,0.62,0.95
31263,0.26,0.34
31264,0.01,0.09
31265,0.41,0.53
31266,0.03,0.04
31267,0.65,0.94
31268,0.618,0.89
31269,0.30333333333333334,0.44
31270,0.1,0.63
31271,0.17,0.26
31272,0.6,0.8
31273,0.31,0.54
31274,0.11,0.77
31275,0.03,0.195
31276,0.01,0.87
31277,0.125,0.16
31278,0.13,0.295
31279,0.05,0.11
31280,0.04,0.73
31281,0.05,0.0
31282,0.095,0.8740000000000001
31283,0.08,0.58
